id,yield
15000,4634.030896998942
15001,6384.746353134513
15002,5909.647308662534
15003,6294.710322782397
15004,5611.149004027247
15005,6168.673006340861
15006,4360.705081529915
15007,4368.7985961437225
15008,7577.072950214148
15009,5663.323376238346
15010,8312.773595750332
15011,3430.00996863842
15012,5859.805451333523
15013,5765.5537316948175
15014,8747.855975449085
15015,5509.457087635994
15016,7724.877163410187
15017,6174.058905556798
15018,4206.83376327157
15019,7978.274901896715
15020,5651.686233788729
15021,6657.294889241457
15022,4796.600735917687
15023,7436.495688974857
15024,6182.063336759806
15025,4722.21584648639
15026,6370.461670204997
15027,4350.531159132719
15028,6353.281109929085
15029,7040.679372951388
15030,5457.304755359888
15031,7017.086300224066
15032,3893.0697391927242
15033,7693.708292841911
15034,5998.79941868782
15035,5906.732225090265
15036,5201.018580950797
15037,6345.056687802076
15038,6905.698658421636
15039,5880.312806040049
15040,8637.714946597815
15041,7290.050381273031
15042,5023.508587747812
15043,7000.279026135802
15044,7272.598628029227
15045,4862.354980230331
15046,3672.4076327458024
15047,6467.714548319578
15048,5626.093303591013
15049,6603.726439282298
15050,5421.7138726860285
15051,4626.305580735207
15052,6811.031837418675
15053,5505.841583266854
15054,5645.486345469952
15055,7602.287667602301
15056,6451.655904471874
15057,7768.07761451602
15058,4395.220724783838
15059,8806.883576214314
15060,7684.2711381316185
15061,5757.927429616451
15062,5056.965790614486
15063,7943.777879178524
15064,3664.406807951629
15065,7501.807966768742
15066,3624.494922697544
15067,7640.830356270075
15068,7616.247492522001
15069,7741.8066473305225
15070,8118.426645100117
15071,6899.60003079474
15072,7175.948881298304
15073,6068.522264033556
15074,6321.725108921528
15075,3281.584437787533
15076,5845.572998180985
15077,6450.260158166289
15078,4279.497413367033
15079,4302.70076186955
15080,6288.556619346142
15081,5410.761497840285
15082,4441.2356561124325
15083,4911.771141633391
15084,6027.842166423798
15085,4996.952758595347
15086,6635.607485026121
15087,7283.480116784573
15088,6081.161350876093
15089,7674.8025423288345
15090,3909.401763804257
15091,7111.352473735809
15092,5389.603164881468
15093,6247.667011708021
15094,5734.328978091478
15095,6468.410501524806
15096,8203.711832761765
15097,6709.058109000325
15098,5665.715664297342
15099,5903.121027648449
15100,6307.637783899903
15101,6913.617460504174
15102,5842.543346464634
15103,5942.035091593862
15104,6069.368597134948
15105,6751.842037558556
15106,4382.285912081599
15107,6191.813985183835
15108,6904.942548289895
15109,5858.512593835592
15110,8078.861119270325
15111,5534.706757768989
15112,5971.873489379883
15113,4281.057168826461
15114,7442.558546960354
15115,5770.175425231457
15116,6351.893122851849
15117,5028.794847860932
15118,7502.590083032846
15119,6924.88905480504
15120,6933.879589080811
15121,5559.000678613782
15122,7404.572810828686
15123,5547.333666220307
15124,5708.733471989632
15125,4937.71431080997
15126,5749.883183419704
15127,5293.36005744338
15128,5577.127983853221
15129,6016.862976968288
15130,6187.98832334578
15131,3668.9251176267862
15132,6101.173248067498
15133,6544.814879506826
15134,4978.271601423621
15135,5894.683053910732
15136,4820.581595309079
15137,5837.155790224671
15138,6273.091322809458
15139,6684.85372030735
15140,6438.311906278133
15141,4435.453372135758
15142,5675.714503869414
15143,7231.6453457176685
15144,4902.895279169083
15145,3893.376830495894
15146,4078.00598230958
15147,7345.882571309805
15148,6192.269642099738
15149,5913.317063763738
15150,8221.074076592922
15151,6986.156364262104
15152,4875.30535453558
15153,6313.241539001465
15154,6834.979130476713
15155,7360.543368160725
15156,4427.159060865641
15157,6862.344098955393
15158,6921.284149169922
15159,7241.65092459321
15160,7038.988133609295
15161,7503.237204402685
15162,2398.6574094481766
15163,4327.845214530826
15164,8020.31067866087
15165,6475.088349252939
15166,6260.152506500483
15167,7833.672058045864
15168,5092.848979406059
15169,7924.844049811363
15170,6901.820242717862
15171,6928.740668147802
15172,7577.781110405922
15173,4223.500840544701
15174,4280.153836473823
15175,6933.986672699451
15176,4532.649867966771
15177,5907.29354326427
15178,6122.75027616322
15179,7599.203034281731
15180,5925.738918378949
15181,6372.630853429437
15182,6710.166228622198
15183,5704.265306338668
15184,5885.230265721679
15185,7536.352364033461
15186,6148.2655810415745
15187,4607.77437467128
15188,5645.6556442677975
15189,7769.561904102564
15190,4490.115410447121
15191,4787.243084914982
15192,5154.957796052098
15193,4587.166657447815
15194,5169.159165889025
15195,6097.433687478304
15196,7375.8757020533085
15197,5124.961960092187
15198,6219.143298014998
15199,5607.536428287625
15200,5950.771006658673
15201,7161.982249900699
15202,7278.684007644653
15203,5484.189856633544
15204,5483.108094602823
15205,5750.91536667943
15206,6508.353934824467
15207,6959.985392779112
15208,4450.021496340632
15209,6710.278474852443
15210,7819.227840334177
15211,5279.091173619032
15212,4464.140802189708
15213,5872.753067523241
15214,4330.925102904439
15215,6314.710028722882
15216,7768.296274483204
15217,6834.046481102705
15218,5057.590738296509
15219,7865.003211796284
15220,7961.485532552004
15221,5639.053123414516
15222,5582.607182301581
15223,7038.33862324059
15224,7921.126238584518
15225,5503.145982652903
15226,5109.768686056137
15227,6567.493010058999
15228,5786.551432341337
15229,5400.7265567183495
15230,7856.073972612619
15231,5854.564020290971
15232,6884.160035222769
15233,7934.101027607918
15234,7530.525539278984
15235,3676.1699336469173
15236,5940.470488905907
15237,7238.781113177538
15238,5396.198130548
15239,4946.709115996957
15240,7417.605260401964
15241,5302.08852738142
15242,6922.016860440373
15243,6930.802448675036
15244,4152.802504904568
15245,5291.77045853436
15246,5010.764061957598
15247,8072.221279382706
15248,5947.5319092571735
15249,6322.173043161631
15250,8144.2345235049725
15251,5030.17299439013
15252,5636.96589577198
15253,7463.142484873533
15254,5804.931998595595
15255,6793.938014477491
15256,6745.682459026575
15257,4723.341033197939
15258,6939.7071942687035
15259,5032.904744543135
15260,5415.621485024691
15261,4358.415071845055
15262,7328.0411035865545
15263,4390.918879546225
15264,4961.4477953240275
15265,5982.310373619199
15266,4426.703483968973
15267,4544.5976404845715
15268,6157.550055265427
15269,7764.218171656132
15270,7273.857904598117
15271,6464.112486541271
15272,5113.218839913607
15273,6132.509707331657
15274,7239.110959559679
15275,7979.94252550602
15276,6607.6669340878725
15277,5684.0856456160545
15278,6144.654566079378
15279,8620.746927857399
15280,7377.847942739725
15281,6089.494249254465
15282,8647.620273828506
15283,6553.026212200522
15284,5442.763427376747
15285,7737.474989056587
15286,4845.132791414857
15287,5341.742828041315
15288,4227.057485997677
15289,5861.31264770031
15290,4419.102458059788
15291,5598.270532332361
15292,4429.176185555756
15293,7100.147236675024
15294,5868.166427731514
15295,6111.134393453598
15296,5884.744516849518
15297,6510.597386538982
15298,5156.046797260642
15299,5623.545868426561
15300,5539.232553169131
15301,6298.621039733291
15302,6057.331004679203
15303,7418.0569805800915
15304,4338.820412784815
15305,6583.933517411351
15306,6691.929861679673
15307,6461.297921791673
15308,5218.719294101
15309,8183.131126403809
15310,8074.010104060173
15311,6995.820209726691
15312,6515.264513939619
15313,7886.2061169445515
15314,6119.639043867588
15315,6985.943070545793
15316,6127.72535610199
15317,7016.900939747691
15318,6134.027935832739
15319,8198.176497638226
15320,4928.215193092823
15321,5515.706298664212
15322,7821.009100556374
15323,7156.977567717433
15324,6892.491290211678
15325,6482.138080894947
15326,6394.302748531103
15327,6364.757097527385
15328,5863.371275946498
15329,6469.493572756648
15330,7213.29906052351
15331,7707.776020139456
15332,5582.23100939393
15333,6759.181319102645
15334,5092.305769115686
15335,5616.870626710355
15336,7061.326307713985
15337,3610.3711325973272
15338,6100.58586242795
15339,7167.868607267737
15340,7607.849655747414
15341,6119.310777232051
15342,6535.690560653806
15343,4132.504796400666
15344,4963.997082427144
15345,5535.546726316214
15346,5073.824030809104
15347,5582.203449189663
15348,6858.287385299802
15349,3932.0904563069344
15350,7806.390595793724
15351,5533.4057844132185
15352,6449.762716457248
15353,6726.556115940213
15354,4056.612440869212
15355,7722.094953477383
15356,3440.7719961181283
15357,5075.0793687701225
15358,4131.0643506497145
15359,6255.456397429109
15360,6251.314621224999
15361,6105.461320921779
15362,7833.672058045864
15363,4409.501733511686
15364,7297.322674632072
15365,3086.3008727133274
15366,7284.930945307016
15367,4087.7360536679626
15368,5331.847071424127
15369,7255.335825920105
15370,4985.856527484953
15371,5352.3350434452295
15372,7464.678991526365
15373,4687.466549344361
15374,8537.71049618721
15375,5910.831006079912
15376,4940.036936312914
15377,5791.11768604815
15378,6957.429850101471
15379,6080.930460065603
15380,1405.0369056537747
15381,5044.345772325993
15382,3389.706887423992
15383,7530.335968255997
15384,4483.830947518349
15385,4125.73099334538
15386,6191.203325048089
15387,3650.363403737545
15388,7100.360762730241
15389,5133.919488802552
15390,5507.487215086818
15391,4455.1776854768395
15392,6712.003074318171
15393,5835.814492255449
15394,5740.1330896914005
15395,3433.854626350105
15396,6773.463539004326
15397,5746.286559328437
15398,7486.305678874254
15399,7710.0260255634785
15400,5127.360922455788
15401,6824.520046487451
15402,6289.194042012095
15403,7010.00459510088
15404,4128.575144909322
15405,4528.453605040908
15406,7934.191569656134
15407,5730.221074074507
15408,7953.536670982838
15409,5199.081317052245
15410,6409.504645347595
15411,5448.031803175807
15412,7417.8672487437725
15413,5599.822210222483
15414,3231.9944608919322
15415,7906.790437594056
15416,7475.543214678764
15417,5835.876655206084
15418,5762.374019384384
15419,7397.990490347147
15420,5927.507091552019
15421,5647.854246556759
15422,5477.0842466801405
15423,7069.35393242538
15424,2701.9082041978836
15425,6917.98687325418
15426,5927.687768161297
15427,7404.625684589148
15428,3549.7392139732838
15429,5709.090363144875
15430,6777.720937147737
15431,8093.602988570929
15432,5043.612119227648
15433,6957.760369434953
15434,5601.588599294424
15435,5260.61485722661
15436,6988.742160528898
15437,5441.187636360526
15438,6568.335583984852
15439,5815.474448129535
15440,4288.862587407231
15441,4705.487208068371
15442,6659.814057216048
15443,4228.989934295416
15444,3268.2834250330925
15445,7328.266442388296
15446,6778.326327741146
15447,8129.687377169728
15448,6765.155101880431
15449,4925.852952182293
15450,3067.8251986578107
15451,5512.708376199007
15452,6336.465848699212
15453,6836.695638164878
15454,5910.767065554857
15455,4401.863132297993
15456,5945.040509536862
15457,6159.176427990198
15458,5561.278019621968
15459,5316.4163837730885
15460,6127.8001377135515
15461,4575.654028087854
15462,7092.257679775357
15463,4368.137761816382
15464,5661.812835931778
15465,7600.028091013432
15466,6316.814452916384
15467,6673.3686758726835
15468,6097.839610278606
15469,6784.516002416611
15470,5222.896344356239
15471,6768.907912358642
15472,6891.725844860077
15473,5911.960782587528
15474,7488.885700061917
15475,6954.029123649001
15476,6173.309158086777
